Label,Tweet;;;
"sadness,""yg joonyong sedih bgtt """"cibee kajaa""""""";;;
anger,suka ksl sama bt banget dehh dia suka marah klo aku ga ngabarin dia dlu klo mau pergi tpii dia sendiri klo mau pergi ngabarinnya pass udh di tempat ks gaksi;;;
sadness,yakan! sedih banget bayanginnya;;;
love,Assalamu'alaikum warahmatullahi wabarakatuh. Selamat pagi. Semoga Allah memberkahi Jumat kita dan menganugerahi kita kedamaian hati.;;;
anger,[USERNAME] Gak usah di jelasin bang. Biarin aje dia yg cari berita sendiri. Padahal udah di jelasin gimane kronologis nye sama orang bantul nye sendiri. Emang aje otak nye yg pade lola ;;;
sadness,tiap pagi sedih :);;;
happy,alhamdulillah setiap melintas dapat melihat wajah beliau yang memberi semangat dan inspirasi untuk teguh dalam perjuangan.. sholu ala nabiy;;;
"happy,""hei semangat! aku juga tiap bulan dulunya tebus obat sama konsul psikiater, tabungan habis buat ngobatin mental doang, mahal banget bahkan kadang sampai nggak jajan sebulan, bener bener urusan sama mental tuh pejuangan banget, mau kantong mau perasaan, pokoknya ayo semangat!!""";;;
"happy,""Bertahun binatang ini menjadi hitungan bagi para peminat pembenih ikan....Alhamdulillah sekarang lewat,ternyata ketekunan,keuletan mengalahkan segalanya #pakan alami hebat!!! #budidaya cacing sutra [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL]""";;;
"anger,""gua steril kucing aja abis 1 juta 3 ratus 80 ribu men bangsat mahal kan tapi karna kucing gua udah tua jadi reaksinya lama bgt masih suka spray urine sembarangan, suka teriak2 minta keluar nah itu yg bikin gua pusing""";;;
"sadness,""aku biarkan hujan mengurai rindu, agar tak pekat salahku, mencampur rindu dengan sepi hingga, terkecaplah pahit yang nelangsa""";;;
"love,""selamat siang sayang belum makan siang kah? ini aku buatin makan siang, dimakan ya sampe habis jangan dibuang2, capek tau masaknya""";;;
love,Karena setiap perjalanan selalu punya cerita. Maka kali ini adalah cerita tentang aku yang tak pernah bisa move on dari rasa kagum akan indahnya alam ini..;;;
"sadness,""-kelemahan seorang lelaki yg apabila suami yg gak bisa sabar dengan kondisi perempuan. jika mandul, nikah lagi cari yg lain. jika di pukul atau di diskriminasi, diam tutup aib. jika nafsu muncul, penuhi. jangan sampai berkata tidak. sedih banget jadi perempuan-""";;;
neutral,santai dolo d kamar;;;
fear,Liat boneka susan aja sudah ampun. Lha ini malah diajakin nonton film horror boneka sabrina.;;;
sadness,astagah! sifat humoris scorpio adalah sebuah topeng untuk menutupi semua luka hidupnya #kiscorp;;;
neutral,10k saja kak. full garansi dan fast proses ya boleh dm atau wa :;;;
sadness,bagaimana kalau aku tidak baik-baik saja;;;
"love,""aaaa sama nder, tapi masih rumor sihh. mana di cie cie in satu kelas, termasuk aku hehe. aku suka dia, tapi aku juga ship dia ama temen aku kek kek mereka gemes banget""";;;
"sadness,""ada beberapa hal yg patut kita berikan dan tidak, tapi saya kita kadang terlalu bodoh untuk memberikan apa yg kita punya dengan orang yg bahkan kita tidak tahu apakah dia akan menetap atau pergi,""";;;
anger,kegaduhan yg ditimbulkan dan efek demo bersilit silitnya sampe skrg ga ilang2. meski pd akhirnya mrk marah krn kecewa jebul sing didukung malah pada dadi mentri kabeh;;;
"happy,""Kabar baik lagi, pas lihat2 shirtmovie di youtube, salah satu temen organisasi jaman kuliah sudah ada yg jadi produser film, shortmovie. Berkembang ajan hidupne""";;;
"happy,""happy birthday sender!! wish u all the best, be happy ya bsk giliran harinya aku tp pasti g ada yg ngucapin jg, ya gpp dah biasa""";;;
"happy,""gua duduk sebelahan sm kak ji, tapi kita chattingan lwt hp. trs dia ketawanya """"awokwok"""", gua reflej bales """"aneh banget ketawa lu"""", abis itu dia marah ngambek gtu wkwk""";;;
"anger,""mak yng darah tinggi andin makk, knp mamak yng marah marah, lanjutkan makk""";;;
"happy,""terlalu dini menjadi tulang punggung keluarga,ya sama.semangat kamu lantas berbahagia apapun kondisinya""";;;
"sadness,""jadi waktu sma tuh aku pengen banget yang namanya perawatan ke klinik kecantikan macem erha,natasha gitu gitu deh tapi sama mama bener2 dilarang banget dan suka dimarahin gt kalo aku ngrengek minta perawatan:(""";;;
"happy,""Walau Ramadhan menyebarkan energi kebaikan harus lebih semangat dibandingkan sebelumnya, terima kasih untuk PLN BATAM. [URL]""";;;
"sadness,""sedih mat,5 season takda cup""";;;
sadness,ini ga pamer pls gue beneran sedih lmao;;;
happy,kaka juga iya wangi enak aja;;;
anger,kapooook ga bakal gw mau ketemu kumpul sm.sepupu bangsaaat anjrit penipu korup aja belagu sirik dengki anjiiing lo ga lama lg mampus lo liat aja rmh cicil hasil nipu sampe kapan liatin aja hahaha ..God never sleep;;;
"fear,""kenapa ya perasaan ku gak enak, mau pergi padahal nanti""";;;
neutral,jelas agar orang ngga takut sama tni..;;;
sadness,Hikssss [USERNAME] knp daerah jln jambon (kodya Yogyakarta) sering mati listrik?? mlm ini mati listrik lg. Knp oh knp di kota besar kok listrik sering mati;;;
love,Too much camera too look.. hahaha.. Btw #happy3thanniversary sayang.. 3 tahun yg sgt mencabar n smoga kta sentiasa dirahmati Allah swt slalu.. Love u;;;
"sadness,""Dek, kirimin foto Adek yang berdua sama Abang. Mau Umi post ke story WA *ngirim* Beberapa saat kemudian, *klik story WA Umi* Lhaaah muka-ku dicrop""";;;
"sadness,""Kata salah satu temen, dan merasa ada benarnya juga. Zaman sekarang baik dan dekat itu kalo ada butuh, kecuali kenal lama. Kadang yg kenalnya udah lama gt juga sih, hahaha""";;;
neutral,kua mana aja yg sepi biar cepet;;;
"happy,""biar pulpen itu menjadi kenangan dan ingatan bahwa saya pernah datang untuk bertamu dan bercerita hingga menulis. senyum yang tidak akan pernah hilang dan tawa yang selalu akan saya ingat, terima kasih. mari kita menutup hal itu dengan lagu ini : [URL]""";;;
happy,Sampe kemaren liat di timeline ada bapak bapak eskrim kesana juga buat ngasih eskrim ke penyelamat yaa pokoknya buat yang ada di sana gt:') [URL];;;
"neutral,""gimana klo beautiful goodbye jadi lagu debut chen gara"""" dia tau klo fansnya tau dia udah nikah, bahkan udh punya anak, dia bakal ditinggalin sma fans"""" fake, jadi dia say goodbye sma kita lewat lagunya, gimana klo dia cuma pgn hidup normal aja kya org"""" biasa? shit idk aku kangen rindu berat ama dia""";;;
"neutral,""sebenarnya sederhana saja utk bs lngsung pada suatu kesimpulan. manusia dilahirkan dlm keadaan fitrah(suci). orang tua nya lah yg akn menentukan warna kehidupan si anak kedepannya. jika orang tua merawat anaknya berdasarkan buku petunjuk(kitap suci), mka anak akn cenderung baik.""";;;
fear,Apa itu keposesifan gue sama sahabat gue takut diapa2in sama L/ Apa gue jealous karena gue lagi ga ada gebetan yang bisa diajak jalan/ Apa gue takut kehilangan sahabat/ Apa gue jealous karena E deket sama L;;;
"anger,""jangan cuma beraninya nge dm doank buktikan dengan ngajak kita ngeroom..jd bisa di buktikan semuanya,tidak semata bualan,atau halu saja..""";;;
anger,paling benci kalo lagi diem terus panik sendiri gatau bingung kenapa :);;;
sadness,sedih kalau diceritain mah;;;
"happy,""sukses mion, semangat""";;;
anger,suka heran sama tipe manusia yg ga ada angin ga ada ujan tau2 sinis bgt tiap diajak ngobrol. tp cuma ke lu doang. ke yg lain b aja. kek why? kasih tau aja napa salah w dimana;;;
anger,mantap tidak-bisa tolak itu sih maruk;;;
fear,duhh gue takut ke s;;;
"neutral,""baru saja mengirim foto brebes, jawa tengah, indonesia""";;;
"sadness,""gaada:"""") soalnya gue kurang suka yaa suka sihh tapi yaa ga banget banget gitu""";;;
sadness,Revisi menumpuk badan mulai ngantuk . Hajar perut makan Pop Mie Goreng dulu kuy. Siapin stock Pop Mie di kosan biar revisi jalan terus;;;
"sadness,""Gw tu biasa beli shopee pake atm manual asal cocok jumlahnya di verifikasi otomatis, eh ini keenakan jadi teledor pake akun sepupu gw malah ga otomatis pesanannnya kecancel ya allah malih gw kapan ya berenti goblok""";;;
"fear,""kepikiran bikin ginian dari kapan tahun karena merasakan susahnya cari peralatan bayi tp dipakai cuman sebentar. tp liat kondisi daerah sini gak memungkinkan, banyak yg sepi jasa sewanya, agak meragukan""";;;
love,Punya impian? Tulis saja dan pandangi setiap saat sambil didoakan agar segera terwujud. Termasuk mimpi ingin segera ke baitullah. Yakinkan diri bahwa suatu saat akan sampai tanah suci.;;;
"anger,""lah anjir kalo udah biasa manggil adik mah adik aja kali, gajelas lu anjir. emang lu aja aneh masih cari pembelaan""";;;
love,Cinta datang tanpa di rencanakan Cinta datang begitu saja Tidak pernah ada waktu dan tempat untuk cinta sejati Semuanya terjadi tnp sengaja. Dlm satu detak jantung Dalam satu irama Tapi bisa menghasilkan Moment yang penuh arti #keseleoCinta #EfekGaBisaTidur [URL];;;
"neutral,""paket wisata karimunjawa new cuma 160rb saja guys, cek infonya di""";;;
"love,""Dia taruh jari telunjuknya di jidatku """"mangkanya! Beli susu tuh diminum, vitaminnya jangan kelewat! Kan ribet kalo mau jalan ke tempat umum tapi kamunya baru jalan 5menit udah kliyengan"""" Aku senyum senyum sayang heheu""";;;
happy,becek2 dikit enak kok;;;
"neutral,""personal order buat pbox sudah kami share yaa di square kode nyaa~ bagi yang mau silahkan langsung replay saja di square atau langsung dm kesini, ditunggu sampai jam 14:00 pm""";;;
"neutral,""yang bisa kontrol emosi, tepat waktu, pekerja keras""";;;
"love,""ibarat saya datang baik dengan buku dan pulpen, saya keluar hanya membawa buku itu saja. lantas pulpen itu saya tinggalkan dengan dirinya untuk dijadikan alat tulis baru dirinya dengan yang akan datang untuk bertamu di hari nanti.""";;;
fear,ngeri ya canda nya;;;
neutral,begitu pindah ke dokter cowo yg seusia dia (sampe skrg ama ni dokter) yaa ga ada tuh judge ini itu. di support abis abisan apapun keputusan ibunya.. soal perkembangan solutif. soal makan solutifnya luar biasa.. emaknya keluar ruang dokter dengan muka happy krn dpt solusi.;;;
happy,Bener bener ketawa ga habis habis gue Inget aja lomba balap karung balap kelereng balap makan kerupuk balap tusuk balon Hrus di puter puter  [URL];;;
neutral,pull & bear atau uniqlo. tapi so far masih paling suka uniqlo sih karena awett poll uda 7-8 tahunan dan masih bagus banget. kalo p&b gatau kenapa lebih gambar grembel grembel gitu bahannya dan resletingnya rusak terus;;;
anger,bagus untuk menampol sisi patriaki warga sokor yang sangat super duper kuat paling suka adegan mereka makan malem bareng kantor terus si ketuanya (yang mana cowo) bisa seenak jidat makan dimeja karyawan cewe (jiwoo) terus berantakan banget lagi makannya sumpah itu adegan;;;
"anger,""Pemimpin mendidik RT jd tukang minta2x alias ngemis ya pak ..  Kalau minta ke warganya sendiri nggak apa2x krn warga memang punya tukang sampah gitu lho pa KEWAJIBAN, uang dikumpulkan warga utk bayar THR petugas keamanan""";;;
neutral,sepertinya harus cari teman lagi karena timeline sepi sekali;;;
neutral,pandemi covid-19 telah menghambat investasi untuk membangun infrastruktur yang berdaya tahan tinggi.a  aspek-aspek apa saja yang dapat mendorong terwujudnya infrastruktur berkualitas di asia?a  baca :;;;
sadness,[USERNAME] Gua kelas 1sd bawa hp karna buat hubungin mama. Tau tau dicolong temen. Gua diem aja bego emg. Bibi kantin ngabarin nyokap gua dan lgsg datang lah mama trs bapanya minta maaf. Eh beberapa hari kemudian anaknya pindah sklh. Ya;;;
"love,""[USERNAME] Cuek tapi diem2 perhatian banget sama anak nya, galak tapi cengeng, disiplin banget, humoris juga, ramah , jago masak, pinter ngaji, rajin banget sholat, orang nya kuat heheh. Sayang banget sama mama :')""";;;
"anger,""nggak nunggu lebaran pak,minggu bsk sdh mgatur2 org kerja,keluar rumah dan ngatur2 shaft masjid lagi. diusik terus, dibuat tidak adil terus. umat islam selain penyabar, jg bisa marah. jgn ditanya gmn kalau sdh marah.""";;;
anger,elu jangan bikin gue marah;;;
"happy,""acuhkan aja orang yg berkomentar seperti itu, team T adalah team penuh dgn member yg bakal memberikan sinar kedepan buat jeikeitei, mereka itu kuat tangguh dan penuh warna. Percaya kelak team T akan berkembang jika bersama sama support antar anggota team. Kompak! [USERNAME]""";;;
neutral,anak susah makan? kurus? bunda jgn sedih. mrpro atasi msalah gngguan susah mkan order: wa 085799289494 bbm:d19cb7a3;;;
"happy,""Ramai, itukah dirimu? Kurasa memang iya, namun ramaimu tidak menimbulkan kebisingan melainkan terciptanya sebuah kenyamanan bagimu dan bagi orang2 d sekitarmu""";;;
"neutral,""takdir bagi mereka yang ikhlas, takder bagi mereka yang kecewa.""";;;
"love,""Neng,cinta Abang ke Eneng tuh seujung kuku..kecil tp slalu tumbuh tiap hari.""";;;
fear,aku takut acc ke suspend atuh lah jangan sampe kek. ini acc pernah ke suspend kl ke suspend lagi masuk ke kategori suspend permanen;;;
sadness,aku sedih pih? hehe. mau nangis..;;;
"fear,""dek, saya cuma takut, perasaan saya akan melebihi batas sebagai kakak kelas. berhenti ya? sekalipun alasan kamu mengabari saya adalah karena bosan.""";;;
"anger,""[USERNAME] Wah ini sudah keterlaluan, gaes.. Mosok anak2 dibawa bawa ke politik, dan ga jelas lagi, malah cenderung ujaran kebencian dan fitnah. Mohon ceck dong [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME]""";;;
"fear,""ya tuhan,pengen pacaran tapi takut berujung malah manfaatin anak orang. kan karma ada.""";;;
"sadness,""gajian aja belum, udah ada yang ngomong """"nanti kalau gajian pinjem uang yah"""", sedih kieu euy""";;;
anger,dengan berlindung merasa punya hak imunitas dpr ih bodoh amat saya gak pilih dia sebagai perwakilan rakyat sok orang sunda diam wae santet saja dari jarak jauh si orang pdi p itu nanti nglunjak dan besar kepala nya ..si anjing;;;
happy,sepi bgt busyet wkwk;;;
neutral,bukan benci tapi lebih ke males aja si sama sejarah;;;
sadness,sedih ;(;;
anger,hahaha tuh kan udah bangkotan bodoh pula;;;
"happy,""dulu liat video ini di tipi biasa aja. Skrang abis mantengin ni video di yutub, ku merasa ini video klip kocak banget. Lucu energik, gokil, bagus lah. Apa gara2 skrang tdk ada penyanyi solo wanita yg bikin video selucu pinkan? Btw, where is pinkan mambo? [URL]""";;;
"sadness,""Aku ksh yg """"ringan2"""" yah. Walo ringan, masa iya adab bcr yg mengaku partai dakwah itu spt ini?? """;;;
"neutral,""2 kemungkinan: 1. elu tolol 2. temen lu jd sepuh di sma, smntr adek nya udah kuliah""";;;
happy,semangat kakak;;;
neutral,kenapa hati mu lagi sepi ? ya karna kalau rame lanjut part 2;;;
"love,""seneng mereka nikmatin banget waktu mereka di amerika, ngelakuin yang mereka suka, kerja sambil liburan banget ya vibenya""";;;
"happy,""Udah ah makin ngelantur wkwk.. Pokoknya niatkan utk ga pake bulu mata palsu. Jgn khawatir bakal ada rintangan ini itu, yakin aja klo niat baik pasti Allah bantu. Smg segala niat dan langkah baik kita (termasuk ninggalin bulu mata palsu ini) Allah kasih ganjaran surga ya""";;;
"sadness,""Oke sekian dan terima diskusi namun tidak terima nasehat dr orang yg belom menikah, belom punya anak, anaknya bukan usia toddler karna gue yakin lo gak akan paham rasa campur aduknya sebelum lo punya anak usia toddler""";;;
"happy,""Antri di bank situasyen: mbak dapet nomor antrian berapa ? 227 buk , ini ambil aja nomor antrian biar cepet ---200 *dalamhati* rejeki anak baik""";;;
"happy,""semoga Allah terus memberikan ridho dan berkahnya buat kami. Agar pernikahan ini bisa lebih dari sekedar menggenapkan separuh agama, tapi juga jd dakwah buat banyak orang.""";;;
"sadness,""Sebenernya badan ini kurang sehat dibawa makan susah, keringet dingin dari pagi tapi dibawa sehat untuk d'bawel apalagi ada acha. karna janji udh lama. Udh ke toilet 5x ditahan kalo gk ditahan bakal lebih, hmmm.""";;;
"love,""Cinta itu sederhana. Aku dan kamu, dan tidak ada yang lain. Aku untukmu, dan kamu untukku. Yang lain cuma nonton.""";;;
"fear,""[askMF] pacar gue enggak tau ada masalah apa di rumah sampe gamau pulang. dia bilang dia lagi keluyuran sama temennya. gue khawatir. takut dia kenapa kenapa. mendingan gue bersikap gimana ya? drtd gue cuman bisa bilang """"jangan lupa ngabarin ya, hati hati kamu""""""";;;
happy,Love this pic terima kasih atas waktu yang sangat indah Note:abaikan muka gw yang kaya babu @ Pantai Legon Prima Anyer;;;
neutral,pengabdian yang terpuji meskipun terlihat biasa;;;
happy,seru ya ternyata nontonin orang bego;;;
happy,saat paling bahagia menurutnya adalah saat ia tidur.;;;
"happy,""cari bubur ayam yang ada malah bubur sumsum but issokey lah, sama sama enak juga. met mamam""";;;
sadness,tapi sedih juga karena yg aku pikir selama ini dia baik2 aja ternyata mikir kayak gitu :(;;;
"sadness,""Salah sangka yang menghasilkan sebuah kekecawaan. Kekecewaan yang pada dasarnya tak mempunyai alasan yang kuat. Namun, saat semua situasi sudah kembali clear. Itu menjadi sesuatu yang lucu untuk diingat.""";;;
happy,tak ada yang bisa ku lakukan selain melihat dan membuatmu bahagia.;;;
"anger,""semua hobinya kaget, jengkel""";;;
"neutral,""cuma drop biasa, thanks.""";;;
"neutral,""setiap pesan yang kamu mulai, menciptakan secercah harapan""";;;
"happy,""Definitely Caca, Kak Ika! Auranya udahlah paling pas. Kualitas aktingnya ga perlu dipertanyakan. Ditambah gatau Caca ini ada apanya, tapi akan gemes aja kalo jadi Alex yang galak tapi penyayang tapi cantik tapi sibuk tapi masih sanggup menghadapinya""";;;
"fear,""mau nonton kukira kau rumah awokaowkwk, tapi takut terlalu sedih jadi kalut""";;;
sadness,aku sedih bet;;;
happy,sore kak rica ^_^ sudah makan kan :d semangat terus ya kak :);;;
"neutral,""bukan ganti sih, tapi suka bikin oleng, bangtan tuh kuat banget daya tariknya""";;;
fear,agak ngeri ya;;;
anger,gak kaget kalo tau pendukung gubernur kafir;;;
"love,""hello! disini ada isla sama ona yang provide gxg relationship. mereka suka banget pda! karena anaknya juga bucin abis dan seneng pamer kelucuan pacarnya, segalanya deh tentang pacarnya. isla ataupun ona juga orangnya bisa match your energy, convobuild, ”""";;;
"neutral,""pekan 23 telah tiba! tim arema fc akan bertemu dengan tim asal ibukota persija jakarta. duel seru kali ini tentu tidak mudah untuk kedua tim, karena arema fc harus melawan persija yang membawa misi balas dendam kekalahan di putaran pertama.""";;;
"sadness,""Pacaran sama yg kerjanya sama2 sift itu jujur aja lumayan nga ena - Gue libur dia berangkat - Gue berangkat dia libur - Sama sama libur tapi abis sift malem capek Tapi, jadi buat tantangan sih kalo ngeliat orang pacaran dengan mudahnya jalan tiap hari alias bacot saya! Huhuhu""";;;
"neutral,""* malam 1 nenek pake baju tipis. malam 2 nenek pake bikini, kakek kaget doang. malam 3 nenek telanjang bulat, kakek malah bilang, """"baju kusut kok dipake!""""""";;;
sadness,kdang sedih ga direspon tpi gppa;;;
anger,noo waayy abang aku no no pacaran dulu nanti mama marah;;;
happy,kaget ajg tapi seru wkwkwkwkwkwk;;;
"fear,""Pisau bermata dua. Bisa menikam orang lain dan diri sendiri. Atau bahkan kedua2nya menikam diri sendiri, bisa juga kedua2nya menikam orang lain.""";;;
fear,jadi khawatir laptop ku ga kuat sama semua app buat kuliah;;;
"anger,""dipakai untuk acara pernikahan tuh, bodoh.. kunjungi ke tkp jangan cuma maen jempol aja luu.. keree gk punya ongkos, gw bayarin dah, gw mah gitu orangnya""";;;
anger,ajarkan kepada anak lelaki; tolong opininya jangan kelewat tolol.;;
"fear,""Ya allah semoga kue bikinan bunda kali ini dengan resep dari google berhasil... Kasianin aku ya allah, kan soleh mau ultah... Masa gagal maning gagal maning""";;;
"sadness,""Namun kuakui jika tebakan Pak Seno dan Ibu Tuti pagi itu betul terkait keikhlasan kami. Kami belum ikhlas. """"Coba kalian pikirkan, apa yg kalian abaikan dari sikap kalian yg belum juga ikhlas ini?"""" Kami diam.""";;;
"sadness,""Iya e mas aku cuma mentingin ngaji dan ngejar khataman dulu. Ndak bisa tiap waktu ngabarin halo kamu lagi ngapain. Kalo cuma jadi bahan biar kuat merasa tersakiti banget mah,mas ngapain dulu mau sama aku ehe""";;;
"happy,""Ini apa gegara thread nya [USERNAME] kmrn2 ttg oldmoney vs OKB ga sih akhirnya #OldMoneyGakNgerasain jd trending topic, yaa lumayan jg ya buat #RecehkanTwitter""";;;
"neutral,""rangnick: """"sangat kecewa, kami seharusnya menang dan menutup pertandingan di babak pertama. crossbar, tiang gawang, penalti yang gagal, dan banyak peluang. seharusnya 2-0 atau 3-0."""" () bisa 5-0 malah..""";;;
love,suka banget sama part rapline disini;;;
"sadness,""Ya, benar. Sebagai manusia, kita hendaknya saling mengingatkan pada kebaikan. Karena pantai, gunung, dan lautan hanya mengingatkan kita kepada mantan. [URL]""";;;
happy,ih jadi malu dipanggil bestie sama makji tapi happi;;;
"fear,""[USERNAME] Tapi emang jadi keeengganan utk memulai interaksi yg baru ataupun kembali berinteraksi dgn yg sobat lama. Yg baru, nanti takut dia ngecounter semua. Yg lama, takutnya udah berubah & jd counter total dari yg dulu :((""";;;
"sadness,""Me: gila ya org2 itu, tetiba hujan deras di lapangan semua penonton ambil jaket dan buka payung tapi tetep fokus ntn Teman: lbh gila mana? Rela terbang jkt-paris demi ntn tennis? Me dlm hati: iya jg ya""";;;
"neutral,""bukan gak suka sih, suka bgt, dulu beli buku banyak sampe numpuk dirak. tp sekarang sayang aja gitu, abis baca tumpuk tumpuk, karena jarang bgt baca ulang, paling cepet juga 6bln-1thn tuh baru baca ulang. jd sekarang sistemnya beli-baca-jual lagi. yg penting baca yg ori.""";;;
"fear,""ga berani ngucapin happy birthday ke cowo yg gue suka anj. kalo gue pikir pikir sekarang, kek dulu gue bego banget anj. padahal itu kesempatan emass""";;;
"love,""Kata orang, semakin lama umur suatu hubungan maka perasaan itu akan memudar Kok aku malah sebaliknya ya.. kayak semakin lama malah semakin jatuh cinta sama dia~ huhuhu I love you Diddy""";;;
anger,artinya lg marah;;;
"fear,""kuat tidaknya iman seseorang itu (bisa) dilihat saat doi mulai jatuh cinta. cinta tuh ngeri, sampai sampai bisa bikin seseorang mengorbankan imannya demi cintaaa~""";;;
anger,buat sendernya emang harus banget ya semua orang harus bisa bawa motor? kalo temen lo atau siapapun itu suka gatau diri ya lo bilangin lah;;;
"sadness,""kalau lingkungannya ga sehat pindah rumah oke bgt, tpi kadang sedih buat ninggalin rumah lama, karena kan kenangannya banyak""";;;
sadness,lu sedih gak? gue sih iya;;;
fear,hah kenapa suer kok pada kaget gtu;;;
fear,agak ngeri ga segrup jangan2 ketemu di final;;;
neutral,kayak nya pada panik simpen permanen data ya?;;;
"love,""99. Gatau kenapa deh nyaman aja sama dia, ga kaya yang lain dari segi pembahasan dll pokoknya ga buat bosen padahal akutu bosenan orangnya, dan akutu orangnya susah marah kalo sayang hmm ah""";;;
happy,sepi dagangan btw wkwk apa masih imlekan ya wkwkw;;;
"sadness,""iya, kamu laki-laki, sang pengambil keputusan. tapi kan aku juga ingin dianggap, diajak berdiskusi, dimintai pendapat, diajak mencari jalan keluar, atau sekadar ditenangkan kecemasannya. aku ini ada. jangan hidup sendiri. [USERNAME]""";;;
neutral,legowo itu adalah semangat.;;;
fear,takut:(;;;
anger,hahahaha alay kamu ngancem nya ngereport spam segala;;;
neutral,gue sebagai mantan yeen lovers merasa malu semoga dia cepet tobat dan bantink stir jadi yeen pobic ya.. gws buat temen kamu;;;
love,suka kasih something ke pacar jadi kalau kamu milih aku gaakan bosen dan bakalan dibuat happy terus hehe kalau kamu tertarik bisa langsung check carrd aku atau dm ke agensi aku disini see u;;;
"sadness,""terkadang aku bisa marah, bingung, sedih dan ceria tak kenal hari dan waktu. aku sadar itu dan aku menyesuaikan. mungkin yang paling sering terlihat ketika aku berada di kerumunan banyak orang adalah warna-warni (ceria). tapi sebenarnya aku memupuk warna hitam, putih dan abu.""";;;
"love,""kakakk, suka banget sama au nya semangat terus berkaryanya kak!!""";;;
"neutral,""termakan sumpah a” da_pink kartu undangan berwarna merah terlempar begitu saja. secarik kertas itu bagaikan musibaha besar yang membuat kepercayaan diri sarah nyaris lenyap. satu per satu sahabatnya melangkah menuju pelaminan. sedangkan ia, masih betah melajang di""";;;
fear,klo bener semua takut;;;
"neutral,""di antara banyak sifat orang bertaqwa ialah sifat pandai menahan marah, dan mudah memaafkan sesama manusia""";;;
anger,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Udah bosan hidup bebas kali ya...minta ditangkap dan dipenjara..tunggu saja;;;
fear,[USERNAME] Semangatt chingudeulll!!! Emang udh bnyk bgt nan? Kelas gue malah baru 2 org yg sidang:( Gue tuh gaberani sidang nan ampe dimarahin temen2 gue h4h4h4h4 ya abisan beneran takut yg ampe nangis cupu y w.;;;
anger,jalanan masih luas lu ngapain klakson tolol depan belakang lu kaga ada kendaraan;;;
anger,apaan ini trending nft.. jijik bgt kalo mau abisin uang di hal yang gak membahayakan bumi bisa gak si tolol;;;
"sadness,""ngga suka jeruk tapi nggapapa deh, menyiksa banget sariawan""";;;
anger,Pernah suatu ketika tetangga depan rmh gw ga sengaja brpapasan pas gw mau keluar rumah. Suddenly dia ngedip mata ke gw. Diiiiiiiiiih....jijik bgt yaaa Allaaaaah...;;;
happy,semangat jangan menyerah terus mencolok!!;;;
"anger,""gua benci sama orang yg hidupnya kaya mp3, banyak lagunya""";;;
sadness,huhu sedih banget :( mana lagi on :(;;;
sadness,aa sedih;;;
"love,""terakhir, aku sayang koko! sayang koko kemaren. sayang koko hari ini. sayang koko 2 jam yg lalu. sayang koko besok. sayang koko besok lusa. sayang koko selamanya.""";;;
neutral,ini gw dulu. kaget pas pertama kali ada staff resign. sampe baper. lama lama biasa.;;;
sadness,Siapa sih di dunia yg ngga punya hater? Rasul yg mulia aja punya. Budha aja punya. Nabi Isa aja punya. Nah apalagi eloh ama gueh .... ya kaaan;;;
"neutral,""kamu boleh kok, dan kalau butuh temen cerita kamu bisa dm aku yaa. semangat nder""";;;
"happy,""Sambil duduk di dekat jendela, dg pemandangan pasar yang ramai di depan dan suasana sejuk dg suhu 23c menambah kenikmatan pagi ini di kampung halaman. Alhamdulillah..... [URL]""";;;
anger,anjingg kaget bikin kesel;;;
anger,Ketemu narasumber nyebeli.. banyak.. kalo bisa tak blokir satu aatu narasumber yg maksa minta diliput ato udh diliput tp minta cepet2 ditayangin. Kita kan ada jadwal nya mas dan mbak..;;;
"fear,""+ Oleh paman nya kemarin. Namun tiba tiba ada seorang pria paruh baya datang menghampiri nya sambil membawa sebuah papan nama bertuliskan namanya. """"Ini mas jefry?"""" Tanya nya dengan agak sedikit ragu karena sepertinya dia takut salah mengira orang +""";;;
"happy,""#PacaranJamanDulu baru jadian langsung ganti status di Facebook """"berpacaran dengan..."""", kalo putus langsung saat itu juga ganti status di Facebook """"Lajang"""" """;;;
neutral,tida kaget karena u deserve it;;;
love,ohh jelas banget donk! aku suka banget disitu kakka jay sama kak heeseung juga keren suaranya . wah ide upcharku spontan aja sih gimana dong t__t;;;
"sadness,""Aku sudah pernah memberi kesempatan kedua, lalu slalu berakhir sama. Cara meninggalkannya pun sama persis seperti dulu sblm ia kembali. Ternyata lebih baik aku tidak memberi kesempatan kedua pada siapapun.""";;;
neutral,coklat request: lyodra - pesan terakhir (auto-rj);;;
"neutral,""tak peduli dengan apapun yang terjadi hari ini. miliki senyum yang membuatmu terlihat bahagia, dan doa yang membuatmu lebih kuat!""";;;
"fear,""klo aku jidat yg sering tak tempelin dikaca ketika kondisi nungguin.. walhasil kacanya berembun,,njuk panik nyariin tisu..""";;;
"sadness,""dari mau tdr, tidur, sampe bgn tdr kok yaa kayak ngerasa aneh.. ga enak hati. udah dibawa istighfar masih aja. bgn tdr kayak sedih, kayak mikir ga puguh. ini knp bgt coba :(""";;;
